target_site	DRR245164	DRR245172	DRR245183	DRR245204	DRR245236	DRR317412	DRR317413	DRR317450	DRR317463	DRR317500	DRR317570	DRR317581	ERR1081289	ERR115030	ERR115081	ERR2524314	ERR2524329	ERR2524364	ERR2759465	ERR3198367	ERR3198399	ERR337769	ERR337770	ERR340532	ERR340534	ERR340564	ERR343190	ERR363351	ERR363422	ERR363442	ERR369155	ERR373942	ERR373979	ERR4020089	ERR459771	ERR459799	ERR459824	ERR459858	ERR459927	ERR459928	ERR459940	ERR484990	ERR494839	ERR494875	ERR494876	ERR7253785	SRR14719109	SRR14719134	SRR14719146	SRR6871404	SRR7800419	SRR7800431	SRR7800505	SRR7800508	SRR7800510	SRR7800511	SRR7800726	SRR7800729	SRR7800730	SRR7800736
71104_C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0
98538_C	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
99015_C	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
99206_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
99276_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
99368_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
100761_A	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
100963_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
104028_G	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0
104055_G	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0
108364_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
110105_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
111048_A	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1
111993_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
112005_C	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
112037_C	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
112182_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
112232_G	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0
112293_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
112302_G	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1
112780_A	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1
112952_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
113090_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
113136_A	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
113245_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
114244_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
192665_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
199435_G	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
200969_C	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
201881_G	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
205697_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
210136_C	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
210960_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
211827_G	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
212725_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
214757_G	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0
217416_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
217632_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
218501_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
218585_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
218720_T	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
218822_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
225909_A	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0
225957_C	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0
226281_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
226361_C	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0
226384_T	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0
226442_G	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0
227507_T	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
228073_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261586_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261602_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261628_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261908_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261962_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
261979_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
262310_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
263439_C	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
264229_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
264285_T	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
264338_G	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
275161_C	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
307012_A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
307013_G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
307014_G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
334916_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
335247_G	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
336036_A	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
336337_G	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
360987_A	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
365308_G	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
366901_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
367518_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
391757_G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0
392272_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
392485_A	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
393390_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
393559_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
393756_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0
394035_G	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1
394185_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
394190_T	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1
394263_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0
394272_T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0
394277_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0
396785_C	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0
397181_T	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1
398552_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
398561_C	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
398756_T	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0
399878_G	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
399998_C	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
400038_T	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
400308_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0
400316_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0
